Time,Open,High,Low,Last,Change,%Chg,Volume
04/27/2022,24.4518,24.551,24.3877,24.3878,-0.064,-0.26%,39410
04/26/2022,24.2383,24.5646,24.2358,24.4518,0.2134,+0.88%,37163
04/25/2022,24.3361,24.4538,24.1853,24.2384,0.0382,+0.16%,41077
04/22/2022,24.2296,24.3587,24.2002,24.2002,-0.0313,-0.13%,34023
04/21/2022,24.2443,24.4037,24.2257,24.2315,-0.0131,-0.05%,35868
04/20/2022,24.3288,24.4391,24.2446,24.2446,-0.0847,-0.35%,35890
04/19/2022,24.2993,24.4408,24.2983,24.3293,0.0296,+0.12%,32376
04/18/2022,24.407,24.4781,24.2973,24.2997,0.0164,+0.07%,19824
04/15/2022,24.3065,24.4543,24.2751,24.2833,-0.0236,-0.10%,26248
04/14/2022,24.2992,24.4347,24.2678,24.3069,0.0078,+0.03%,34471
04/13/2022,24.3289,24.451,24.292,24.2991,-0.022,-0.09%,33568
04/12/2022,24.3,24.4703,24.2926,24.3211,0.0212,+0.09%,37373
04/11/2022,24.4543,24.4767,24.2784,24.2999,0.0033,+0.01%,34914
04/08/2022,24.3759,24.5137,24.2875,24.2966,-0.079,-0.32%,29347
04/07/2022,24.3368,24.5463,24.2989,24.3756,0.0386,+0.16%,34721
04/06/2022,24.2335,24.4972,24.2214,24.337,0.1033,+0.43%,36236
04/05/2022,24.2176,24.3688,24.1996,24.2337,0.0157,+0.06%,27451
04/04/2022,24.3587,24.3587,24.2073,24.218,0.0019,+0.01%,27810
04/01/2022,24.2733,24.408,24.2139,24.2161,-0.0573,-0.24%,31880
03/31/2022,24.3061,24.4617,24.2663,24.2734,-0.033,-0.14%,37536
03/30/2022,24.3294,24.4884,24.3043,24.3064,-0.0226,-0.09%,36572
03/29/2022,24.4593,24.5802,24.3192,24.329,-0.1307,-0.53%,35470
03/28/2022,24.6741,24.6872,24.442,24.4597,-0.057,-0.23%,36846
03/25/2022,24.6976,24.6976,24.5052,24.5167,-0.18,-0.73%,31961
03/24/2022,24.6612,24.7338,24.4885,24.6967,0.0357,+0.14%,34198
03/23/2022,24.6606,24.6691,24.4599,24.661,-0.0084,-0.03%,28611
03/22/2022,24.688,24.7516,24.5373,24.6694,-0.0267,-0.11%,34241
03/21/2022,24.7477,24.8036,24.5523,24.6961,-0.1123,-0.45%,30092
03/18/2022,24.7186,24.8527,24.6021,24.8084,0.0897,+0.36%,33135
03/17/2022,24.6612,24.7807,24.5156,24.7187,0.0567,+0.23%,32351
03/16/2022,24.7952,24.8212,24.5786,24.662,-0.1398,-0.56%,37904
03/15/2022,24.8149,24.8754,24.6506,24.8018,-0.0213,-0.09%,37091
03/14/2022,25.1445,25.1445,24.7398,24.8231,-0.1484,-0.59%,38950
03/11/2022,25.032,25.2619,24.9476,24.9715,-0.0611,-0.24%,35797
03/10/2022,25.0972,25.4543,25.0314,25.0326,-0.0648,-0.26%,38288
03/09/2022,25.3435,25.5038,25.0833,25.0974,-0.2445,-0.96%,37677
03/08/2022,25.6385,25.7675,25.1418,25.3419,-0.2967,-1.16%,45655
03/07/2022,25.5786,25.8478,25.3125,25.6386,0.0854,+0.33%,51244
03/04/2022,25.6238,25.8596,25.4298,25.5532,-0.0701,-0.27%,39373
03/03/2022,25.4404,25.8094,25.3849,25.6233,0.1807,+0.71%,37660
03/02/2022,25.2586,25.9012,25.2507,25.4426,0.1834,+0.73%,39340
03/01/2022,25.0261,25.5005,25.0059,25.2592,0.2329,+0.93%,39138
02/28/2022,24.9973,25.1876,24.842,25.0263,0.4287,+1.74%,44373
02/25/2022,24.5881,24.9701,24.5867,24.5976,0.0095,+0.04%,38681
02/24/2022,24.4656,25.0872,24.4383,24.5881,0.1227,+0.50%,46261
02/23/2022,24.4045,24.6162,24.3502,24.4654,0.0611,+0.25%,30599
02/22/2022,24.26,24.5786,24.2529,24.4043,0.1443,+0.59%,38253
02/21/2022,24.3126,24.4121,24.1444,24.26,0.091,+0.38%,26225
02/18/2022,24.232,24.3788,24.1682,24.169,-0.0626,-0.26%,29452
02/17/2022,24.2006,24.3863,24.1945,24.2316,0.0309,+0.13%,31554
02/16/2022,24.2154,24.3748,24.2007,24.2007,-0.0152,-0.06%,28244
02/15/2022,24.4192,24.5187,24.2153,24.2159,-0.2032,-0.83%,31069
02/14/2022,24.476,24.5986,24.2756,24.4191,0.0011,0.00%,38064
02/11/2022,24.1973,24.5902,24.1817,24.418,0.2205,+0.91%,34601
02/10/2022,24.1943,24.4037,24.1781,24.1975,0.0024,+0.01%,32745
02/09/2022,24.1281,24.3279,24.1112,24.1951,0.0673,+0.28%,26528
02/08/2022,24.0992,24.2935,24.0837,24.1278,0.0278,+0.12%,26843
02/07/2022,24.3188,24.3305,24.0926,24.1,-0.1056,-0.44%,30089
02/04/2022,24.1966,24.4356,24.1823,24.2056,0.0084,+0.03%,34848
02/03/2022,24.059,24.3488,24.0394,24.1972,0.1377,+0.57%,30931
02/02/2022,24.1527,24.2895,24.0535,24.0595,-0.094,-0.39%,26078
02/01/2022,24.2069,24.326,24.1309,24.1535,-0.0542,-0.22%,29251
01/31/2022,24.4499,24.4569,24.1951,24.2077,-0.1439,-0.59%,30641
01/28/2022,24.2854,24.4818,24.2772,24.3516,0.0661,+0.27%,29220
01/27/2022,24.3937,24.5632,24.2855,24.2855,-0.1084,-0.44%,31081
01/26/2022,24.3546,24.5505,24.3328,24.3939,0.0398,+0.16%,28743
01/25/2022,24.3987,24.5681,24.3375,24.3541,-0.0445,-0.18%,27848
01/24/2022,24.3841,24.6615,24.2395,24.3986,0.1364,+0.56%,31164
01/21/2022,24.133,24.3991,24.1276,24.2622,0.129,+0.53%,27526
01/20/2022,24.1303,24.2648,24.1184,24.1332,0.0024,+0.01%,27074
01/19/2022,24.242,24.3971,24.1281,24.1308,-0.1099,-0.45%,27902
01/18/2022,24.3156,24.4411,24.2385,24.2407,-0.076,-0.31%,31009
01/17/2022,24.5007,24.5095,24.2882,24.3167,-0.0602,-0.25%,21076
01/14/2022,24.4012,24.5502,24.3728,24.3769,-0.0242,-0.10%,28636
01/13/2022,24.1699,24.5572,24.1624,24.4011,0.2313,+0.96%,28520
01/12/2022,24.2784,24.4453,24.1695,24.1698,-0.1091,-0.45%,27073
01/11/2022,24.2252,24.4664,24.2069,24.2789,0.0521,+0.22%,26358
01/10/2022,24.4122,24.4157,24.214,24.2268,-0.0583,-0.24%,28144
01/07/2022,24.3764,24.5121,24.2845,24.2851,-0.091,-0.37%,25768
01/06/2022,24.478,24.6428,24.3687,24.3761,-0.1032,-0.42%,28151
01/05/2022,24.5156,24.6572,24.4788,24.4793,-0.0364,-0.15%,27136
01/04/2022,24.6695,24.8191,24.5113,24.5157,-0.1548,-0.63%,26769
01/03/2022,24.8794,24.8794,24.6705,24.6705,-0.0599,-0.24%,24423
12/31/2021,24.7233,24.8862,24.7125,24.7304,0.0068,+0.03%,18962
12/30/2021,24.7988,25.0013,24.7102,24.7236,-0.0751,-0.30%,21408
12/29/2021,24.7807,24.9849,24.7616,24.7987,0.0167,+0.07%,23187
12/28/2021,24.9258,25.0523,24.7664,24.782,-0.1447,-0.58%,18946
12/27/2021,25.1104,25.1104,24.8746,24.9267,-0.0742,-0.30%,20884
12/24/2021,24.9107,25.0055,24.8323,25.0009,0.0909,+0.36%,12959
12/23/2021,24.9413,25.1123,24.8976,24.91,-0.0311,-0.12%,23058
12/22/2021,25.0859,25.2247,24.915,24.9411,-0.1454,-0.58%,25337
12/21/2021,25.0935,25.2497,25.0753,25.0865,-0.0072,-0.03%,24716
12/20/2021,25.2311,25.2765,25.0464,25.0937,0.0183,+0.07%,31168
12/17/2021,25.1919,25.327,25.0699,25.0754,-0.1169,-0.46%,30249
12/16/2021,25.1388,25.3381,25.1094,25.1923,0.0531,+0.21%,31660
12/15/2021,25.1623,25.294,25.1119,25.1392,-0.0232,-0.09%,30058
12/14/2021,25.2498,25.3971,25.1518,25.1624,-0.0875,-0.35%,26124
12/13/2021,25.3751,25.4039,25.2009,25.2499,0.0313,+0.12%,24668
12/10/2021,25.2807,25.4178,25.2035,25.2186,-0.062,-0.25%,24250
12/09/2021,25.3211,25.4612,25.2753,25.2806,-0.0406,-0.16%,24953
12/08/2021,25.3091,25.4894,25.2945,25.3212,0.0122,+0.05%,26073
12/07/2021,25.2883,25.4699,25.2817,25.309,0.0208,+0.08%,27103
12/06/2021,25.4126,25.4298,25.2528,25.2882,-0.003,-0.01%,27766
12/03/2021,25.3267,25.4666,25.2912,25.2912,-0.0373,-0.15%,31613
12/02/2021,25.3454,25.4733,25.2988,25.3285,-0.018,-0.07%,29825
12/01/2021,25.3747,25.5526,25.3158,25.3465,-0.0286,-0.11%,33407
11/30/2021,25.4257,25.6266,25.3652,25.3751,-0.0507,-0.20%,36543
11/29/2021,25.6642,25.6876,25.4248,25.4258,-0.1418,-0.55%,34549
11/26/2021,25.4151,25.7721,25.3935,25.5676,0.1506,+0.59%,29950
11/25/2021,25.3764,25.5933,25.3595,25.417,0.0403,+0.16%,20057
11/24/2021,25.3596,25.5062,25.3596,25.3767,0.0174,+0.07%,30223
11/23/2021,25.3124,25.5108,25.3007,25.3593,0.047,+0.19%,30356
11/22/2021,25.4092,25.4654,25.262,25.3123,0.027,+0.11%,32202
11/19/2021,25.1523,25.4246,25.1354,25.2853,0.1314,+0.52%,28989
11/18/2021,25.0679,25.2764,25.0674,25.1539,0.0861,+0.34%,25929
11/17/2021,25.0904,25.2295,25.0676,25.0678,-0.0227,-0.09%,28845
11/16/2021,25.1001,25.225,25.0661,25.0905,-0.0112,-0.04%,26399
11/15/2021,25.2177,25.2405,25.0694,25.1017,-0.0006,0.00%,25037
11/12/2021,25.0813,25.2658,25.0728,25.1023,0.02,+0.08%,23137
11/11/2021,25.0744,25.2763,25.0636,25.0823,0.0075,+0.03%,22019
11/10/2021,25.1085,25.2467,25.0748,25.0748,-0.0361,-0.14%,28353
11/09/2021,25.1367,25.2413,25.0913,25.1109,-0.0183,-0.07%,24660
11/08/2021,25.2015,25.2699,25.0642,25.1292,-0.0951,-0.38%,23222
11/05/2021,25.3357,25.3509,25.1662,25.2243,-0.1115,-0.44%,28378
11/04/2021,25.4883,25.5352,25.3173,25.3358,-0.1529,-0.60%,25173
11/03/2021,25.5553,25.5881,25.4113,25.4887,-0.0665,-0.26%,25326
11/02/2021,25.5646,25.592,25.4256,25.5552,-0.0092,-0.04%,23217
11/01/2021,25.6538,25.6698,25.5138,25.5644,0.0517,+0.20%,27651
10/29/2021,25.5928,25.7459,25.5101,25.5127,-0.0803,-0.31%,27661
10/28/2021,25.5796,25.745,25.566,25.593,0.0128,+0.05%,23573
10/27/2021,25.5712,25.7152,25.5494,25.5802,0.0077,+0.03%,21627
10/26/2021,25.5964,25.7306,25.5676,25.5725,-0.0248,-0.10%,19400
10/25/2021,25.5769,25.7242,25.5104,25.5973,0.0599,+0.23%,23365
10/22/2021,25.513,25.6766,25.4874,25.5374,0.0243,+0.10%,23806
10/21/2021,25.394,25.6579,25.3793,25.5131,0.118,+0.46%,22187
10/20/2021,25.3869,25.5438,25.353,25.3951,0.0064,+0.03%,22572
10/19/2021,25.3555,25.5265,25.3185,25.3887,0.031,+0.12%,22776
10/18/2021,25.3666,25.4649,25.2171,25.3577,0.1243,+0.49%,26027
10/15/2021,25.2525,25.4022,25.2279,25.2334,-0.0197,-0.08%,23171
10/14/2021,25.2387,25.3991,25.231,25.2531,0.0141,+0.06%,22172
10/13/2021,25.2784,25.3952,25.2343,25.239,-0.0409,-0.16%,24974
10/12/2021,25.2473,25.4087,25.1912,25.2799,0.0324,+0.13%,22923
10/11/2021,25.4488,25.4488,25.2398,25.2475,-0.0551,-0.22%,21264
10/08/2021,25.2699,25.4692,25.2514,25.3026,0.0329,+0.13%,23236
10/07/2021,25.2516,25.4423,25.2343,25.2697,0.0181,+0.07%,22578
10/06/2021,25.2026,25.4493,25.1696,25.2516,0.0477,+0.19%,25812
10/05/2021,25.1954,25.3493,25.1854,25.2039,0.0083,+0.03%,22645
10/04/2021,25.3291,25.345,25.1706,25.1956,0.0241,+0.10%,24138
10/01/2021,25.1993,25.3286,25.1598,25.1715,-0.0278,-0.11%,27001
09/30/2021,25.3723,25.5262,25.1933,25.1993,-0.1737,-0.68%,28423
09/29/2021,25.37,25.5033,25.3474,25.373,0.0017,+0.01%,28423
09/28/2021,25.2861,25.5475,25.2726,25.3713,0.0846,+0.33%,28163
09/27/2021,25.413,25.4433,25.2569,25.2867,0.0137,+0.05%,24074
09/24/2021,25.2491,25.4117,25.2313,25.273,0.0228,+0.09%,21367
09/23/2021,25.2645,25.3802,25.2155,25.2502,-0.015,-0.06%,24991
09/22/2021,25.2845,25.4034,25.2588,25.2652,-0.0203,-0.08%,24955
09/21/2021,25.3195,25.4417,25.2605,25.2855,-0.0341,-0.13%,23633
09/20/2021,25.3707,25.4704,25.2143,25.3196,0.0921,+0.37%,24865
09/17/2021,25.1885,25.3621,25.1664,25.2275,0.0376,+0.15%,23193
09/16/2021,25.2129,25.3174,25.1585,25.1899,-0.0273,-0.11%,22612
09/15/2021,25.227,25.3632,25.1759,25.2172,-0.0118,-0.05%,22892
09/14/2021,25.2437,25.3945,25.1965,25.229,-0.0185,-0.07%,23615
09/13/2021,25.3256,25.3555,25.1738,25.2475,0.056,+0.22%,22214
09/10/2021,25.2833,25.4367,25.19,25.1915,-0.0916,-0.36%,23174
09/09/2021,25.2787,25.4262,25.2564,25.2831,0.0033,+0.01%,23792
09/08/2021,25.2476,25.4069,25.2389,25.2798,0.0314,+0.12%,23742
09/07/2021,25.2498,25.4121,25.2396,25.2484,-0.0014,-0.01%,22581
09/06/2021,25.368,25.3959,25.2229,25.2498,0.034,+0.13%,15652
09/03/2021,25.2517,25.4123,25.2149,25.2158,-0.036,-0.14%,21781
09/02/2021,25.2275,25.4026,25.2033,25.2518,0.0226,+0.09%,19294
09/01/2021,25.2909,25.4455,25.2258,25.2292,-0.0642,-0.25%,22086
08/31/2021,25.436,25.5369,25.2784,25.2934,-0.143,-0.56%,24250
08/30/2021,25.5088,25.568,25.3502,25.4364,0.0724,+0.29%,18201
08/27/2021,25.3934,25.5505,25.3555,25.364,-0.0304,-0.12%,22821
08/26/2021,25.4081,25.5666,25.3847,25.3944,-0.0146,-0.06%,22456
08/25/2021,25.4006,25.5381,25.3754,25.409,0.0068,+0.03%,21336
08/24/2021,25.4308,25.5296,25.392,25.4022,-0.0299,-0.12%,19682
08/23/2021,25.5342,25.5493,25.3756,25.4321,0.0048,+0.02%,21741
08/20/2021,25.4,25.5504,25.3581,25.4273,0.0265,+0.10%,21816
08/19/2021,25.3134,25.5651,25.3005,25.4008,0.0865,+0.34%,24879
08/18/2021,25.306,25.4818,25.2953,25.3143,0.008,+0.03%,22328
08/17/2021,25.2855,25.4517,25.2691,25.3063,0.0205,+0.08%,22911
"Downloaded from Barchart.com as of 08-11-2023 05:22am CDT"
